original_id,review_id,rating,body,visited,votedKeywords
1584252354,602c7768389d6f007410a15f,5.0,"작년에  너무 만족해서 다시찾은  한수위~

역시나  가성비 최고의  한상차림  잘 먹었어요

이번엔 도미가 살짝 과숙성되어  아쉽지만  그래도 제대로 한 상  잘 받은기분입니다

대체적인  맛 정말 좋아요",21.2.16.화,
1584252354,602bb6078ef03d00652003d5,5.0,"가성비와 가심비를 겸비한 리얼 찐 맛집입니다!!!
지인이 방문하면 꼭 한수위로 모시는데, 만족도 최고입니다^^ 완전 강강추합니다!!!",21.2.15.월,
1584252354,5fd4abe160d2d80064662cdf,5.0,명불허전 애월 최고의 회정식 맛집이죠!!! 육지에서 오신 손님이 계셔서 일도 고민없이 한수위로 왔습니다!! 맛있는 제철 과메기가 올라오니 회정식이 더욱 풍부하네요^^ 튀김과 회초밥과 매운탕은 정신없이 먹다보니 사진에 못담았네요 ㅎㅎㅎ,20.12.11.금,
1584252354,5fc27b9fcac2c60064e2ed78,5.0,"분위기와 음식 나오는 속도 
그리고, 음식의 퀄리티 맛 가격 
주변의 조경까지 너무나도 만족한 곳입니다.
김치류의 손맛이 남다르고 너무 잘 먹어서
행복했습니다. (점심 회정식 주문 23,000원)
관광객들에게 알려지지 않은 보석 같은 곳.
#제주맛집 #제주도맛집 #도민맛집",20.11.21.토,
1584252354,5f90260fcc80430055c63a25,5.0,제주 찐맛집 입니다. 인정인정. 예약할때 너무 친절하시고 3가족이 함께 갔는데 서빙이나 식사구성이 너무 좋았습니다. 아이들 메뉴도 따로 있어서 걱정이 없었어요~~~잘 먹었습니다. 번창하세요~~~,20.10.21.수,
1584252354,5f93793f04f6ac00556b1e40,5.0,이번 제주도 여행에서 한 곳을 뽑으라면 단연 여기입니다.,20.10.19.월,
1584252354,62e389fea6ab7c2a52c7907e,,"회정식 먹었는데 양도 많고 회, 해산물, 생선구이, 반찬, 탕, 튀김 등등 구성이 다양하게 나와서 정말 든든하고 맛있게 잘 먹었습니다. 어른들 모시고 가도 정말 좋을 것 같아요! 가성비 좋은 맛집입니다. 제주도 올 때마다 꼭 방문할거에요~",7.29.금,
1584252354,62b34bb07c09dfa5d9e0eb82,,"우연히 들른곳 
이곳은 제주도 맛집이라고 메모하지 않겠다. 
내 인생 맛집이라 메모하겠다.
",6.12.일,
1584252354,6234f435dc529b005199fdf4,,와우 제주도 3일째 대박~ 맛있는 맛집을 찾았어요. 지인들에게 알려주려고 명함도 1장 주머니에 넣고 잘 먹었습니다. 인사를 드리고 나오는 발걸음이 가볍게 느끼며 저희 가족이 행복했어요.,3.18.금,
1584252354,62dbc732e9d99634acd71662,,가성비.  짱.  고기는 그닥맛있진않음,7.23.토,{'양이 많아요': True}
1584252354,6286114f149cf2a45a0e4e06,,여자친구랑 맛있게 잘 먹었어용❤️,5.19.목,"{'음식이 맛있어요': True, '재료가 신선해요': True}"
1584252354,622beb4e5e0ad40050f2863c,,"멜조림 서비스주시는데 너무 맛있어요
애들 놀수있는 놀이방도있어서 강추",3.10.목,"{'매장이 넓어요': True, '단체모임 하기 좋아요': True, '음식이 맛있어요': True, '특별한 메뉴가 있어요': True, '가성비가 좋아요': True}"
1584252354,61ed3e2d8ea318004534966f,,"가격도 괜찮고 고기랑 밑반찬은 진짜 맛있었어요~~!!
근데 김가루밥에서 고무줄이 나온거는 쫌.....ㅠㅠ",1.23.일,"{'매장이 넓어요': True, '단체모임 하기 좋아요': True, '음식이 맛있어요': True}"
1584252354,613de3170ce2420051463916,4.0,"매우 레귤러 하고 
멜조림이 특이한 메뉴입니다",21.9.12.일,{'친절해요': True}
1584252354,5f47962d9be32400445d95f4,5.0,맛있게 잘먹겠습니다,20.8.27.목,
1584252354,62dbc732e9d99634acd71662,,가성비.  짱.  고기는 그닥맛있진않음,7.23.토,
1584252354,6286114f149cf2a45a0e4e06,,여자친구랑 맛있게 잘 먹었어용❤️,5.19.목,
1584252354,62a31edfb63d1bbfec9d3956,,반찬도 맛있고 깨끗하고 신선해요~ 멜조림 짱이에요,6.10.금,
1584252354,620be2f2726dfe004670c413,,"샤브샤브 월남쌈은 샤브향이 진리입니다👍
직원분들 너무 친절해요:)",2.14.월,"{'음식이 맛있어요': True, '재료가 신선해요': True, '매장이 넓어요': True, '친절해요': True, '매장이 청결해요': True}"
